id,department,address_type,input_address,fixed_address,address,po_box,city,state,zip_code,geocode_results,latitude,longitude,google_formatted_address
0,Adair County Sheriff's Office,Street Address,"306 E Iowa StPO Box 206 Greenfield, IA 50849","306 E Iowa St PO Box 206 Greenfield, IA 50849",306 E Iowa St,PO Box 206,Greenfield,IA,50849,RANGE_INTERPOLATED,41.3051174,-94.4577463,"306 E Iowa St, Greenfield, IA 50849, USA"
1,Adair Police Department,PO Box,"P.O. Box 66  Adair, IA 50002","P.O. Box 66 Adair, IA 50002",,P.O. Box 66,Adair,IA,50002,APPROXIMATE,41.50043,-94.6433504,"Adair, IA 50002, USA"
2,Adams County Sheriff's Office,Street Address,"901 Davis AvePO Box 346 Corning, IA 50841","901 Davis Ave PO Box 346 Corning, IA 50841",901 Davis Ave,PO Box 346,Corning,IA,50841,RANGE_INTERPOLATED,40.990944,-94.73445939999999,"901 Davis Ave, Corning, IA 50841, USA"
3,Adel Police Department,PO Box,"P.O. Box 127  Adel, IA 50003","P.O. Box 127 Adel, IA 50003",,P.O. Box 127,Adel,IA,50003,APPROXIMATE,41.6144325,-94.017453,"Adel, IA 50003, USA"
4,Afton Police Department,PO Box,"P.O. Box 199  Afton, IA 50830","P.O. Box 199 Afton, IA 50830",,P.O. Box 199,Afton,IA,50830,APPROXIMATE,41.0284183,-94.1975786,"Afton, IA 50830, USA"
5,Akron Police Department,PO Box,"P.O. Box 318  Akron, IA 51001","P.O. Box 318 Akron, IA 51001",,P.O. Box 318,Akron,IA,51001,APPROXIMATE,42.8288818,-96.5594773,"Akron, IA 51001, USA"
6,Albia Police Department,Street Address,"103 2Nd Ave W  Albia, IA 52531","103 2Nd Ave W Albia, IA 52531",103 2Nd Ave W,,Albia,IA,52531,RANGE_INTERPOLATED,41.0252361,-92.80960759999999,"103 2nd Ave W, Albia, IA 52531, USA"
7,Algona Police Department,Street Address,"112 W Call  Algona, IA 50511","112 W Call Algona, IA 50511",112 W Call,,Algona,IA,50511,ROOFTOP,43.0700901,-94.2387857,"112 W Call St, Algona, IA 50511, USA"
8,Allamakee County Sheriff's Office,Street Address,"110 Allamakee StPO Box 289 Waukon, IA 52172","110 Allamakee St PO Box 289 Waukon, IA 52172",110 Allamakee St,PO Box 289,Waukon,IA,52172,ROOFTOP,43.27063099999999,-91.47619979999999,"110 Allamakee St NW, Waukon, IA 52172, USA"
9,Alta Police Department,Street Address,"223 S Main St  Alta, IA 51002","223 S Main St Alta, IA 51002",223 S Main St,,Alta,IA,51002,ROOFTOP,42.672762,-95.30380199999999,"223 S Main St, Alta, IA 51002, USA"
10,Altoona Police Department,Street Address,"700 1St Ave S  Altoona, IA 50009","700 1St Ave S Altoona, IA 50009",700 1St Ave S,,Altoona,IA,50009,ROOFTOP,41.6453298,-93.4649486,"700 1st Ave S, Altoona, IA 50009, USA"
11,Ames Police Department,Street Address,"515 Clark  Ames, IA 50010","515 Clark Ames, IA 50010",515 Clark,,Ames,IA,50010,ROOFTOP,42.02635050000001,-93.6177187,"515 Clark Ave, Ames, IA 50010, USA"
13,Anita Police Department,PO Box,"P.O. Box 246  Anita, IA 50020","P.O. Box 246 Anita, IA 50020",,P.O. Box 246,Anita,IA,50020,APPROXIMATE,41.4438761,-94.764146,"Anita, IA 50020, USA"
14,Ankeny Police Department,Street Address,"211 Sw Walnut  Ankeny, IA 50023","211 Sw Walnut Ankeny, IA 50023",211 Sw Walnut,,Ankeny,IA,50023,ROOFTOP,41.730346,-93.605683,"211 SW Walnut St, Ankeny, IA 50023, USA"
16,Aplington Police Department,PO Box,"P.O. Box 21  Aplington, IA 50604","P.O. Box 21 Aplington, IA 50604",,P.O. Box 21,Aplington,IA,50604,APPROXIMATE,42.5820329,-92.8845695,"Aplington, IA 50604, USA"
17,Appanoose County Sheriff's Office,Street Address,"1125 W Van Buren StPO Box 474 Centerville, IA 52544","1125 W Van Buren St PO Box 474 Centerville, IA 52544",1125 W Van Buren St,PO Box 474,Centerville,IA,52544,RANGE_INTERPOLATED,40.7349512,-92.8844688,"1125 W Van Buren St, Centerville, IA 52544, USA"
18,Armstrong Police Department,PO Box,"P.O. Box 229  Armstrong, IA 50514","P.O. Box 229 Armstrong, IA 50514",,P.O. Box 229,Armstrong,IA,50514,APPROXIMATE,43.3960697,-94.4783082,"Armstrong, IA 50514, USA"
19,Arnolds Park Police Department,PO Box,"P.O. Box 437  Arnolds Park, IA 51331","P.O. Box 437 Arnolds Park, IA 51331",,P.O. Box 437,Arnolds Park,IA,51331,APPROXIMATE,43.3727408,-95.1238841,"Arnolds Park, IA, USA"
20,Asbury Police Department,Street Address,"4985 Asbury Rd.  Asbury, IA 52002","4985 Asbury Rd. Asbury, IA 52002",4985 Asbury Rd.,,Asbury,IA,52002,RANGE_INTERPOLATED,42.5145427,-90.75040349999999,"4985 Asbury Rd, Asbury, IA 52002, USA"
21,Atlantic Police Department,Street Address,"23 E 4Th St  Atlantic, IA 50022","23 E 4Th St Atlantic, IA 50022",23 E 4Th St,,Atlantic,IA,50022,RANGE_INTERPOLATED,41.4069969,-95.0126767,"23 E 4th St, Atlantic, IA 50022, USA"
22,Audubon County Sheriff's Office,Street Address,"318 Leroy StPO Box 262 Audubon, IA 50025","318 Leroy St PO Box 262 Audubon, IA 50025",318 Leroy St,PO Box 262,Audubon,IA,50025,RANGE_INTERPOLATED,41.7216305,-94.9301632,"318 Leroy St, Audubon, IA 50025, USA"
23,Audubon Police Department,Street Address,"410 N Park Pl  Audubon, IA 50025","410 N Park Pl Audubon, IA 50025",410 N Park Pl,,Audubon,IA,50025,RANGE_INTERPOLATED,41.7217181,-94.9316628,"410 N Park Pl, Audubon, IA 50025, USA"
24,Aurelia Police Department,PO Box,"P.O. Box 328  Aurelia, IA 51005","P.O. Box 328 Aurelia, IA 51005",,P.O. Box 328,Aurelia,IA,51005,APPROXIMATE,42.71276,-95.4366701,"Aurelia, IA 51005, USA"
25,Avoca Police Department,PO Box,"P.O. Box 246  Avoca, IA 51521","P.O. Box 246 Avoca, IA 51521",,P.O. Box 246,Avoca,IA,51521,APPROXIMATE,41.4766571,-95.33805489999999,"Avoca, IA 51521, USA"
26,Baxter Police Department,PO Box,"P.O. Box 415  Baxter, IA 50028","P.O. Box 415 Baxter, IA 50028",,P.O. Box 415,Baxter,IA,50028,APPROXIMATE,41.8260998,-93.1515905,"Baxter, IA 50028, USA"
28,Belle Plaine Police Department,Street Address,"1207 8Th Ave  Belle Plaine, IA 52208","1207 8Th Ave Belle Plaine, IA 52208",1207 8Th Ave,,Belle Plaine,IA,52208,RANGE_INTERPOLATED,41.8963427,-92.2765865,"1207 8th Ave, Belle Plaine, IA 52208, USA"
29,Bellevue Police Department,Street Address,"106 N 3Rd St  Bellevue, IA 52031","106 N 3Rd St Bellevue, IA 52031",106 N 3Rd St,,Bellevue,IA,52031,ROOFTOP,42.258344,-90.4258127,"106 N 3rd St, Bellevue, IA 52031, USA"
30,Belmond Police Department,Street Address,"112 2Nd Ave Ne  Belmond, IA 50421","112 2Nd Ave Ne Belmond, IA 50421",112 2Nd Ave Ne,,Belmond,IA,50421,ROOFTOP,42.8466073,-93.61398349999999,"112 2nd Ave NE, Belmond, IA 50421, USA"
31,Benton County Sheriff's Office,Street Address,"901 D Avenue  Vinton, IA 52349","901 D Avenue Vinton, IA 52349",901 D Avenue,,Vinton,IA,52349,RANGE_INTERPOLATED,42.1629421,-92.0290862,"901 D Ave, Vinton, IA 52349, USA"
32,Bettendorf Police Department,Street Address,"1609 State St  Bettendorf, IA 52722","1609 State St Bettendorf, IA 52722",1609 State St,,Bettendorf,IA,52722,ROOFTOP,41.524728,-90.509399,"1609 State St, Bettendorf, IA 52722, USA"
33,Black Hawk County Sheriff's Office,Street Address,"225 E 6Th St  Waterloo, IA 50703","225 E 6Th St Waterloo, IA 50703",225 E 6Th St,,Waterloo,IA,50703,ROOFTOP,42.4976057,-92.33387619999999,"225 E 6th St, Waterloo, IA 50703, USA"
34,Bloomfield Police Department,Street Address,"110 W Franklin  Bloomfield, IA 52537","110 W Franklin Bloomfield, IA 52537",110 W Franklin,,Bloomfield,IA,52537,RANGE_INTERPOLATED,40.7506909,-92.4151845,"110 W Franklin St, Bloomfield, IA 52537, USA"
35,Blue Grass Police Department,Street Address,"114 N Mississippi  Blue Grass, IA 52726","114 N Mississippi Blue Grass, IA 52726",114 N Mississippi,,Blue Grass,IA,52726,ROOFTOP,41.509825,-90.76608499999999,"114 N Mississippi St, Blue Grass, IA 52726, USA"
36,Boone County Sheriff's Office,Street Address,"1019 W Mamie Eisenhower Ave  Boone, IA 50036","1019 W Mamie Eisenhower Ave Boone, IA 50036",1019 W Mamie Eisenhower Ave,,Boone,IA,50036,ROOFTOP,42.0595356,-93.90623360000001,"1019 W Mamie Eisenhower Ave, Boone, IA 50036, USA"
37,Boone Police Department,Street Address,"923 8Th St  Boone, IA 50036","923 8Th St Boone, IA 50036",923 8Th St,,Boone,IA,50036,RANGE_INTERPOLATED,42.0637928,-93.8783306,"923 8th St, Boone, IA 50036, USA"
38,Bremer County Sheriff's Office,Street Address,"111 4Th St Ne  Waverly, IA 50677","111 4Th St Ne Waverly, IA 50677",111 4Th St Ne,,Waverly,IA,50677,ROOFTOP,42.726508,-92.465994,"111 4th St NE, Waverly, IA 50677, USA"
39,Britt Police Department,PO Box,"P.O. Box 303  Britt, IA 50423","P.O. Box 303 Britt, IA 50423",,P.O. Box 303,Britt,IA,50423,APPROXIMATE,43.0977399,-93.8018875,"Britt, IA 50423, USA"
40,Buchanan County Sheriff's Office,Street Address,"210 5Th Ave Ne  Independence, IA 50644","210 5Th Ave Ne Independence, IA 50644",210 5Th Ave Ne,,Independence,IA,50644,ROOFTOP,42.4703013,-91.8886088,"210 5th Ave NE, Independence, IA 50644, USA"
41,Buena Vista County Sheriff's Office,Review Parsed Data,"P.O. Box 276411 Expansion Blvd. Storm Lake, IA 50588","P.O. Box 276411 Expansion Blvd. Storm Lake, IA 50588",Expansion Blvd.,P.O. Box 276411,Storm Lake,IA,50588,GEOMETRIC_CENTER,42.6366391,-95.1668641,"Expansion Blvd, Storm Lake, IA 50588, USA"
42,Buffalo Center Police Department,PO Box,"P.O. Box 454  Buffalo Center, IA 50424","P.O. Box 454 Buffalo Center, IA 50424",,P.O. Box 454,Buffalo Center,IA,50424,APPROXIMATE,43.3857909,-93.9466193,"Buffalo Center, IA 50424, USA"
43,Buffalo Police Department,PO Box,"P.O. Box 557  Buffalo, IA 52728","P.O. Box 557 Buffalo, IA 52728",,P.O. Box 557,Buffalo,IA,52728,APPROXIMATE,41.4564465,-90.7318981,"Buffalo, IA 52728, USA"
44,Burlington Police Department,Street Address,"424 N 3Rd St  Burlington, IA 52601","424 N 3Rd St Burlington, IA 52601",424 N 3Rd St,,Burlington,IA,52601,ROOFTOP,40.8113957,-91.1018481,"424 N 3rd St, Burlington, IA 52601, USA"
45,Butler County Sheriff's Office,PO Box,"P.O. Box 345428 Sixth St Allison, IA 50602","P.O. Box 345428 Sixth St Allison, IA 50602",,P.O. Box 345428,Sixth St Allison,IA,50602,GEOMETRIC_CENTER,42.7555521,-92.7946331,"6th St, Allison, IA 50602, USA"
46,Calhoun County Sheriff's Office,PO Box,"P.O. Box 304416 4th St Rockwell City, IA 50579","P.O. Box 304416 4th St Rockwell City, IA 50579",4th,P.O. Box 304416,St Rockwell City,IA,50579,GEOMETRIC_CENTER,42.394048,-94.633465,"4th St, Rockwell City, IA 50579, USA"
47,Calmar Police Department,PO Box,"P.O. Box 598  Calmar, IA 52132","P.O. Box 598 Calmar, IA 52132",,P.O. Box 598,Calmar,IA,52132,APPROXIMATE,43.1835847,-91.8640482,"Calmar, IA 52132, USA"
48,Camanche Police Department,PO Box,"P.O. Box 77  Camanche, IA 52730","P.O. Box 77 Camanche, IA 52730",,P.O. Box 77,Camanche,IA,52730,APPROXIMATE,41.7853085,-90.2529064,"Camanche, IA, USA"
49,Carlisle Police Department,PO Box,"P.O. Box 430  Carlisle, IA 50047","P.O. Box 430 Carlisle, IA 50047",,P.O. Box 430,Carlisle,IA,50047,APPROXIMATE,41.4986013,-93.4835466,"Carlisle, IA 50047, USA"
50,Carroll County Sheriff's Office,Street Address,"114 E 6Th St  Carroll, IA 51401","114 E 6Th St Carroll, IA 51401",114 E 6Th St,,Carroll,IA,51401,ROOFTOP,42.064679,-94.866845,"114 E 6th St, Carroll, IA 51401, USA"
51,Carroll Police Department,Street Address,"112 E 5Th St  Carroll, IA 51401","112 E 5Th St Carroll, IA 51401",112 E 5Th St,,Carroll,IA,51401,ROOFTOP,42.064153,-94.86706799999999,"112-18 E 5th St, Carroll, IA 51401, USA"
52,Carter Lake Police Department,Street Address,"950 E Locust  Carter Lake, IA 51510","950 E Locust Carter Lake, IA 51510",950 E,,Locust Carter Lake,IA,51510,ROOFTOP,41.2854992,-95.91668089999999,"950 E Locust St, Carter Lake, IA 51510, USA"
54,Cass County Sheriff's Office,Street Address,"5 W 7Th St  Atlantic, IA 50022","5 W 7Th St Atlantic, IA 50022",5 W 7Th St,,Atlantic,IA,50022,ROOFTOP,41.4035387,-95.01392279999999,"5 W 7th St, Atlantic, IA 50022, USA"
55,Cedar County Sheriff's Office,Street Address,"711 E South St  Tipton, IA 52772","711 E South St Tipton, IA 52772",711 E South St,,Tipton,IA,52772,ROOFTOP,41.7618149,-91.1219509,"711 E South St, Tipton, IA 52772, USA"
56,Cedar Falls Police Department,Street Address,"220 Clay  Cedar Falls, IA 50613","220 Clay Cedar Falls, IA 50613",220 Clay Cedar Falls,,,IA,50613,ROOFTOP,42.5363677,-92.44775519999999,"220 Clay St, Cedar Falls, IA 50613, USA"
58,Cedar Rapids Police Department,Street Address,"505 1St St Sw  Cedar Rapids, IA 52404","505 1St St Sw Cedar Rapids, IA 52404",505 1St St Sw,,Cedar Rapids,IA,52404,ROOFTOP,41.97232839999999,-91.6696568,"505 1st St SW, Cedar Rapids, IA 52404, USA"
59,Centerville Police Department,Street Address,"1125 W Van Buren  Centerville, IA 52544","1125 W Van Buren Centerville, IA 52544",1125 W Van Buren,,Centerville,IA,52544,RANGE_INTERPOLATED,40.7349512,-92.8844688,"1125 W Van Buren St, Centerville, IA 52544, USA"
60,Cerro Gordo County Sheriff's Office,Street Address,"17262 Lark Ave  Mason City, IA 50401","17262 Lark Ave Mason City, IA 50401",17262 Lark Ave,,Mason City,IA,50401,ROOFTOP,43.145158,-93.280552,"17262 Lark Ave, Mason City, IA 50401, USA"
61,Chariton Police Department,Street Address,"1023 Linden Ave  Chariton, IA 50049","1023 Linden Ave Chariton, IA 50049",1023 Linden Ave,,Chariton,IA,50049,ROOFTOP,41.0135933,-93.3093389,"1023 Linden Ave, Chariton, IA 50049, USA"
62,Charles City Police Department,Street Address,"105 Milwaukee Mall  Charles City, IA 50616","105 Milwaukee Mall Charles City, IA 50616",105 Milwaukee Mall,,Charles City,IA,50616,APPROXIMATE,43.0660386,-92.67732199999999,"105 Milwaukee Mall, Charles City, IA 50616, USA"
63,Cherokee County Sheriff's Office,Street Address,"111 N 5Th St  Cherokee, IA 51012","111 N 5Th St Cherokee, IA 51012",111 N 5Th St,,Cherokee,IA,51012,ROOFTOP,42.750312,-95.554968,"111 N 5th St, Cherokee, IA 51012, USA"
64,Cherokee Police Department,Street Address,"111 N 5Th St  Cherokee, IA 51012","111 N 5Th St Cherokee, IA 51012",111 N 5Th St,,Cherokee,IA,51012,ROOFTOP,42.750312,-95.554968,"111 N 5th St, Cherokee, IA 51012, USA"
65,Chickasaw County Sheriff's Office,Street Address,"116 N Chestnut AvePO Box 427 New Hampton, IA 50659","116 N Chestnut Ave PO Box 427 New Hampton, IA 50659",116 N Chestnut Ave,PO Box 427,New Hampton,IA,50659,RANGE_INTERPOLATED,43.0603795,-92.3153492,"116 N Chestnut Ave, New Hampton, IA 50659, USA"
66,Clarence Police Department,PO Box,"P.O. Box 418  Clarence, IA 52216","P.O. Box 418 Clarence, IA 52216",,P.O. Box 418,Clarence,IA,52216,APPROXIMATE,41.888907,-91.05654229999999,"Clarence, IA 52216, USA"
67,Clarinda Police Department,Street Address,"200 S 15Th St  Clarinda, IA 51632","200 S 15Th St Clarinda, IA 51632",200 S 15Th St,,Clarinda,IA,51632,RANGE_INTERPOLATED,40.7372177,-95.03651269999999,"200 S 15th St, Clarinda, IA 51632, USA"
68,Clarion Police Department,Street Address,"117 1St St Sw  Clarion, IA 50525","117 1St St Sw Clarion, IA 50525",117 1St St Sw,,Clarion,IA,50525,ROOFTOP,42.7311764,-93.73373199999999,"117 1st St SW, Clarion, IA 50525, USA"
69,Clarke County Sheriff's Office,Street Address,"220 Town Line RdPO Box 537 Osceola, IA 50213","220 Town Line Rd PO Box 537 Osceola, IA 50213",220 Town Line Rd,PO Box 537,Osceola,IA,50213,ROOFTOP,41.044459,-93.76377699999999,"220 Town Line Rd, Osceola, IA 50213, USA"
70,Clarksville Police Department,PO Box,"P.O. Box 309  Clarksville, IA 50619","P.O. Box 309 Clarksville, IA 50619",,P.O. Box 309,Clarksville,IA,50619,APPROXIMATE,42.7847,-92.6676907,"Clarksville, IA 50619, USA"
71,Clay County Sheriff's Office,Street Address,"3121 W 4Th StPO Box 7957 Spencer, IA 51301","3121 W 4Th St PO Box 7957 Spencer, IA 51301",3121 W 4Th St,PO Box 7957,Spencer,IA,51301,ROOFTOP,43.1420026,-95.19061789999999,"3121 W 4th St, Spencer, IA 51301, USA"
72,Clayton County Sheriff's Office,Street Address,"P.O. Box 1022680 230th Street St. Olaf, IA 52072","P.O. Box 1022680 230th Street St. Olaf, IA 52072",1022680 230th Street,P.O. Box,St. Olaf,IA,52072,GEOMETRIC_CENTER,42.891597,-91.3413645,"230th St, St Olaf, IA 52072, USA"
73,Clear Lake-Ventura Police Department,PO Box,"P.O. Box 291  Clear Lake, IA 50428","P.O. Box 291 Clear Lake, IA 50428",,P.O. Box 291,Clear Lake,IA,50428,APPROXIMATE,43.1435564,-93.3788108,"Clear Lake, IA 50428, USA"
74,Clinton County Sheriff's Office,Street Address,"241 7Th Ave NPO Box 2957 Clinton, IA 52733","241 7Th Ave N PO Box 2957 Clinton, IA 52733",241 7Th Ave N,PO Box 2957,Clinton,IA,52733,RANGE_INTERPOLATED,41.851021,-90.1873519,"241 7th Ave N, Clinton, IA 52732, USA"
75,Clinton Police Department,Street Address,"113 6Th Ave S  Clinton, IA 52732","113 6Th Ave S Clinton, IA 52732",113 6Th Ave S,,Clinton,IA,52732,ROOFTOP,41.839937,-90.1864842,"113 6th Ave S, Clinton, IA 52732, USA"
76,Clive Police Department,Street Address,"8505 Harbach Blvd  Clive, IA 50325","8505 Harbach Blvd Clive, IA 50325",8505 Harbach Blvd,,Clive,IA,50325,ROOFTOP,41.6080291,-93.7345282,"8505 Harbach Blvd, Clive, IA 50325, USA"
79,Coon Rapids Police Department,Street Address,"123 3Rd Ave  Coon Rapids, IA 50058","123 3Rd Ave Coon Rapids, IA 50058",123 3Rd Ave,,Coon Rapids,IA,50058,RANGE_INTERPOLATED,41.87111850000001,-94.6747949,"123 3rd Ave, Coon Rapids, IA 50058, USA"
80,Coralville Police Department,PO Box,"P.O. Box 5911  Coralville, IA 52241","P.O. Box 5911 Coralville, IA 52241",,P.O. Box 5911,Coralville,IA,52241,APPROXIMATE,41.6822756,-91.5960643,"Coralville, IA, USA"
81,Correctionville Police Department,Street Address,"312 Driftwood  Correctionville, IA 51016","312 Driftwood Correctionville, IA 51016",312 Driftwood,,Correctionville,IA,51016,ROOFTOP,42.4739722,-95.78584699999999,"312 Driftwood St, Correctionville, IA 51016, USA"
82,Corydon Police Department,Street Address,"205 S East St  Corydon, IA 50060","205 S East St Corydon, IA 50060",205 S East St,,Corydon,IA,50060,RANGE_INTERPOLATED,40.7570936,-93.3123341,"205 S East St, Corydon, IA 50060, USA"
83,Council Bluffs Police Department,Street Address,"Ste 111227 S. 6th St. Council Bluffs, IA 51501","Ste 111227 S. 6th St. Council Bluffs, IA 51501",111227 S. 6th St. Ste,,Council Bluffs,IA,51501,GEOMETRIC_CENTER,41.2474095,-95.8530866,"S 6th St, Council Bluffs, IA 51501, USA"
84,Crawford County Sheriff's Office,Street Address,"1202 Broadway  Denison, IA 51442","1202 Broadway Denison, IA 51442",1202 Broadway,,Denison,IA,51442,ROOFTOP,42.0172268,-95.3567973,"1202 Broadway, Denison, IA 51442, USA"
85,Cresco Police Department,Street Address,"124 S. Park Place  Cresco, IA 52136","124 S. Park Place Cresco, IA 52136",124 S. Park Place,,Cresco,IA,52136,RANGE_INTERPOLATED,43.3732253,-92.1159488,"124 S Park Pl, Cresco, IA 52136, USA"
86,Creston Police Department,Street Address,"302 N Pine  Creston, IA 50801","302 N Pine Creston, IA 50801",302 N Pine,,Creston,IA,50801,RANGE_INTERPOLATED,41.0600612,-94.36147,"302 N Pine St, Creston, IA 50801, USA"
87,Dallas Center Police Department,PO Box,"P.O. Box 335  Dallas Center, IA 50063","P.O. Box 335 Dallas Center, IA 50063",,P.O. Box 335,Dallas Center,IA,50063,APPROXIMATE,41.6843456,-93.96118589999999,"Dallas Center, IA 50063, USA"
88,Dallas County Sheriff's Office,Street Address,"P.O.Box 187201 North Nile Kinnick Drive Adel, IA 50003","P.O.Box 187201 North Nile Kinnick Drive Adel, IA 50003",187201 North Nile Kinnick Drive,,Adel,IA,50003,GEOMETRIC_CENTER,41.6210889,-94.0175131,"Nile Kinnick Dr N, Adel, IA 50003, USA"
89,Davenport Police Department,Street Address,"420 Harrison St416 Harrison St Davenport, IA 52801","420 Harrison St416 Harrison St Davenport, IA 52801",420 Harrison St416 Harrison St,,Davenport,IA,52801,ZIP CODE,41.521038,-90.574849,
90,Davis County Sheriff's Office,Street Address,"110 W Franklin St  Bloomfield, IA 52537","110 W Franklin St Bloomfield, IA 52537",110 W Franklin St,,Bloomfield,IA,52537,RANGE_INTERPOLATED,40.7506909,-92.4151845,"110 W Franklin St, Bloomfield, IA 52537, USA"
91,Dayton Police Department,Street Address,"202 1St Ave Sw  Dayton, IA 50530","202 1St Ave Sw Dayton, IA 50530",202 1St Ave Sw,,Dayton,IA,50530,ROOFTOP,42.26074029999999,-94.0712248,"202 1st Ave SW, Dayton, IA 50530, USA"
92,Decatur County Sheriff's Office,Street Address,"207 N Main St  Leon, IA 50144","207 N Main St Leon, IA 50144",207 N Main St,,Leon,IA,50144,ROOFTOP,40.7407177,-93.7463397,"207 N Main St, Leon, IA 50144, USA"
93,Decorah Police Department,PO Box,"P.O. Box 1  Decorah, IA 52101","P.O. Box 1 Decorah, IA 52101",,P.O. Box 1,Decorah,IA,52101,APPROXIMATE,43.30330559999999,-91.7857092,"Decorah, IA 52101, USA"
94,Delaware County Sheriff's Office,PO Box,"P.O. Box 116  Manchester, IA 52057","P.O. Box 116 Manchester, IA 52057",,P.O. Box 116,Manchester,IA,52057,APPROXIMATE,42.4857853,-91.4579698,"Manchester, IA 52057, USA"
95,Delhi Police Department,PO Box,"P.O. BOX 255  Delhi, IA 52223","P.O. BOX 255 Delhi, IA 52223",,P.O. BOX 255,Delhi,IA,52223,APPROXIMATE,42.4297143,-91.3309789,"Delhi, IA 52223, USA"
96,Denison Police Department,PO Box,"P.O. Box 668  Denison, IA 51442","P.O. Box 668 Denison, IA 51442",,P.O. Box 668,Denison,IA,51442,APPROXIMATE,42.024988,-95.3588867,"Denison, IA 51442, USA"
97,Denver Police Department,PO Box,"P.O. Box 489  Denver, IA 50622","P.O. Box 489 Denver, IA 50622",,P.O. Box 489,Denver,IA,50622,APPROXIMATE,42.6713718,-92.3374045,"Denver, IA 50622, USA"
98,Des Moines County Sheriff's Office,Street Address,"512 N Main StPO Box 986 Burlington, IA 52601","512 N Main St PO Box 986 Burlington, IA 52601",512 N Main St,PO Box 986,Burlington,IA,52601,RANGE_INTERPOLATED,40.8119039,-91.1008006,"512 N Main St, Burlington, IA 52601, USA"
99,Des Moines Police Department,Street Address,"25 E 1St St  Des Moines, IA 50309","25 E 1St St Des Moines, IA 50309",25 E 1St St,,Des Moines,IA,50309,ROOFTOP,41.5860362,-93.6148801,"25 E 1st St, Des Moines, IA 50309, USA"
100,Dewitt Police Department,Street Address,"606 9TH ST  Dewitt, IA 52742","606 9TH ST Dewitt, IA 52742",606 9TH ST,,Dewitt,IA,52742,ROOFTOP,41.82430129999999,-90.53933579999999,"606 9th St, DeWitt, IA 52742, USA"
101,Dickinson County Sheriff's Office,PO Box,"P.O. Box 214Courthouse Spirit Lake, IA 51360","P.O. Box 214Courthouse Spirit Lake, IA 51360",,P.O. Box 214Courthouse,Spirit Lake,IA,51360,ZIP CODE,43.443563,-95.08703,
103,Dubuque County Sheriff's Office,Review Parsed Data,"P.O. Box 1004770 Iowa St Dubuque, IA 52004","P.O. Box 1004770 Iowa St Dubuque, IA 52004",Iowa St,P.O. Box 1004770,Dubuque,IA,52004,GEOMETRIC_CENTER,42.5019705,-90.6665211,"Iowa St, Dubuque, IA 52001, USA"
104,Dubuque Police Department,Street Address,"770 Iowa St  Dubuque, IA 52004","770 Iowa St Dubuque, IA 52004",770 Iowa St,,Dubuque,IA,52004,ROOFTOP,42.5014453,-90.66543050000001,"770 Iowa St, Dubuque, IA 52001, USA"
105,Dunkerton Police Department,PO Box,"P.O. Box 100  Dunkerton, IA 50626","P.O. Box 100 Dunkerton, IA 50626",,P.O. Box 100,Dunkerton,IA,50626,APPROXIMATE,42.5699952,-92.16093710000001,"Dunkerton, IA 50626, USA"
107,Durant Police Department,PO Box,"P.O. Box 1063  Durant, IA 52747","P.O. Box 1063 Durant, IA 52747",,P.O. Box 1063,Durant,IA,52747,APPROXIMATE,41.5997498,-90.9107037,"Durant, IA 52747, USA"
108,Dyersville Police Department,Street Address,"338 1St Ave E  Dyersville, IA 52040","338 1St Ave E Dyersville, IA 52040",338 1St Ave E,,Dyersville,IA,52040,RANGE_INTERPOLATED,42.4846055,-91.1207515,"338 1st Ave E, Dyersville, IA 52040, USA"
109,Dysart Police Department,PO Box,"P.O. Box 651  Dysart, IA 52224","P.O. Box 651 Dysart, IA 52224",,P.O. Box 651,Dysart,IA,52224,APPROXIMATE,42.171659,-92.3062978,"Dysart, IA 52224, USA"
110,Eagle Grove Police Department,Street Address,"210 E Broadway  Eagle Grove, IA 50533","210 E Broadway Eagle Grove, IA 50533",210 E Broadway,,Eagle Grove,IA,50533,RANGE_INTERPOLATED,42.66411189999999,-93.89973739999999,"210 E Broadway St, Eagle Grove, IA 50533, USA"
111,Earlham Police Department,Street Address,"140 S Chestnut St  Earlham, IA 50072","140 S Chestnut St Earlham, IA 50072",140 S Chestnut St,,Earlham,IA,50072,RANGE_INTERPOLATED,41.4915517,-94.1229702,"140 S Chestnut Ave, Earlham, IA 50072, USA"
113,Eldora Police Department,Street Address,"1442 Washington  Eldora, IA 50627","1442 Washington Eldora, IA 50627",1442 Washington,,Eldora,IA,50627,ROOFTOP,42.359017,-93.0997581,"1442 Washington St, Eldora, IA 50627, USA"
114,Eldridge Police Department,Street Address,"305 N 3Rd St  Eldridge, IA 52748","305 N 3Rd St Eldridge, IA 52748",305 N 3Rd St,,Eldridge,IA,52748,ROOFTOP,41.6575716,-90.58551419999999,"305 N 3rd St, Eldridge, IA 52748, USA"
115,Elkader Police Department,Street Address,"207 North Main StreetP.O. Box 427 Elkader, IA 52043","207 North Main Street P.O. Box 427 Elkader, IA 52043",207 North Main Street,P.O. Box 427,Elkader,IA,52043,ROOFTOP,42.8553877,-91.40578479999999,"207 N Main St, Elkader, IA 52043, USA"
