id,department,address_type,input_address,fixed_address,address,po_box,city,state,zip_code,geocode_results,latitude,longitude,google_formatted_address
14368,Douglas Police Department,Street Address,"210 West Jackson Street  Douglas, GA 31533","210 West Jackson Street Douglas, GA 31533",210 West Jackson Street,,Douglas,GA,31533,ROOFTOP,31.5110623,-82.8513718,"210 Jackson St, Douglas, GA 31533, USA"
14369,Douglasville Police Department,Street Address,"6730 Church Street  Douglasville, GA 30134","6730 Church Street Douglasville, GA 30134",6730 Church Street,,Douglasville,GA,30134,ROOFTOP,33.7496814,-84.74990869999999,"6730 Church St, Douglasville, GA 30134, USA"
14370,Dublin Police Department,PO Box,"Post Office Box 690  Dublin, GA 31040","Post Office Box 690 Dublin, GA 31040",,Post Office Box 690,Dublin,GA,31040,APPROXIMATE,32.5386818,-82.9069562,"118 S Monroe St, Dublin, GA 31021, USA"
14371,Duluth Police Department,Street Address,"3276 Burford Highway  Duluth, GA 30096","3276 Burford Highway Duluth, GA 30096",3276 Burford Highway,,Duluth,GA,30096,ROOFTOP,33.996711,-84.1478295,"3276 Buford Hwy, Duluth, GA 30096, USA"
14372,Early County Sheriff's Office,Street Address,"18610 E South BlvdPO Box 939 Blakely, GA 39823","18610 E South Blvd PO Box 939 Blakely, GA 39823",18610 E South Blvd,PO Box 939,Blakely,GA,39823,RANGE_INTERPOLATED,31.3656631,-84.93396709999999,"18610 E South Blvd, Blakely, GA 39823, USA"
14374,East Dublin Police Department,Street Address,"119 Soperton Avenue116 SANVANNAH AVENUE East Dublin, GA 31027","119 Soperton Avenue116 SANVANNAH AVENUE East Dublin, GA 31027",119 Soperton Avenue116 SANVANNAH AVENUE,,East Dublin,GA,31027,ZIP CODE,32.581117,-82.804219,
14375,East Ellijay Police Department,PO Box,"P.O. Box 599  East Ellijay, GA 30539","P.O. Box 599 East Ellijay, GA 30539",,P.O. Box 599,East Ellijay,GA,30539,APPROXIMATE,34.6746883,-84.46328369999999,"East Ellijay, GA 30539, USA"
14376,East Point Police Department,Street Address,"2727 East Point Street  East Point, GA 30344","2727 East Point Street East Point, GA 30344",2727 East Point Street,,East Point,GA,30344,ROOFTOP,33.680621,-84.4421251,"2727 E Point St, East Point, GA 30344, USA"
14377,Eastman Police Department,PO Box,"P.O. Drawer 40  Eastman, GA 31023","P.O. Drawer 40 Eastman, GA 31023",,P.O. Drawer 40,Eastman,GA,31023,ZIP CODE,32.183213,-83.199454,
14378,Eatonton Police Department,PO Box,"P.O. Box 3820  Eatonton, GA 31024","P.O. Box 3820 Eatonton, GA 31024",,P.O. Box 3820,Eatonton,GA,31024,APPROXIMATE,33.3267997,-83.3884961,"Eatonton, GA 31024, USA"
14379,Echols County Sheriff's Office,PO Box,"P.O. Box 189  Statenville, GA 31648","P.O. Box 189 Statenville, GA 31648",,P.O. Box 189,Statenville,GA,31648,APPROXIMATE,30.7034299,-83.02806129999999,"Statenville, GA 31648, USA"
14380,Edison Police Department,PO Box,"P.O. Box 628  Edison, GA 39846","P.O. Box 628 Edison, GA 39846",,P.O. Box 628,Edison,GA,39846,APPROXIMATE,31.5582271,-84.7382526,"Edison, GA 39846, USA"
14381,Effingham County Sheriff's Office,PO Box,"P.O. Box 1015130 First St Springfield, GA 31329","P.O. Box 1015130 First St Springfield, GA 31329",,P.O. Box 1015130,First St Springfield,GA,31329,GEOMETRIC_CENTER,32.3641595,-81.3159422,"W 1st St, Springfield, GA 31329, USA"
14382,Elbert County Sheriff's Office,Street Address,"47 Forest Ave  Elberton, GA 30635","47 Forest Ave Elberton, GA 30635",47 Forest Ave,,Elberton,GA,30635,ROOFTOP,34.110872,-82.8717896,"47 Forest Ave, Elberton, GA 30635, USA"
14383,Elberton Police Department,Street Address,"209 Elbert Street  Elberton, GA 30635","209 Elbert Street Elberton, GA 30635",209 Elbert Street,,Elberton,GA,30635,RANGE_INTERPOLATED,34.1096266,-82.8633084,"209 Elbert St, Elberton, GA 30635, USA"
14384,Ellaville Police Department,PO Box,"P.O. Box 829  Ellaville, GA 31806","P.O. Box 829 Ellaville, GA 31806",,P.O. Box 829,Ellaville,GA,31806,APPROXIMATE,32.2382139,-84.30907979999999,"Ellaville, GA 31806, USA"
14385,Ellijay Police Department,Street Address,"197 N. Main Street  Ellijay, GA 30540","197 N. Main Street Ellijay, GA 30540",197 N. Main Street,,Ellijay,GA,30540,RANGE_INTERPOLATED,34.6959942,-84.4807246,"197 N Main St, Ellijay, GA 30540, USA"
14386,Emanuel County Sheriff's Office,Review Parsed Data,"P.O. Box 703125 S Main St Swainsboro, GA 30401","P.O. Box 703125 S Main St Swainsboro, GA 30401",S Main St,P.O. Box 703125,Swainsboro,GA,30401,GEOMETRIC_CENTER,32.5564868,-82.3353996,"S Main St, Swainsboro, GA 30401, USA"
14387,Emerson Police Department,PO Box,"Post Office Box 300  Emerson, GA 30137","Post Office Box 300 Emerson, GA 30137",,Post Office Box 300,Emerson,GA,30137,APPROXIMATE,34.1266616,-84.7569682,"700 GA-293, Emerson, GA 30137, USA"
14388,Enigma Police Department,PO Box,"P.O. Box 18  Enigma, GA 31749","P.O. Box 18 Enigma, GA 31749",,P.O. Box 18,Enigma,GA,31749,APPROXIMATE,31.4129695,-83.3290468,"Enigma, GA 31749, USA"
14389,Eton Police Department,Ambiguous,"Hwy. 411  Eton, GA 30724","Hwy. 411 Eton, GA 30724",Hwy. 411,,Eton,GA,30724,GEOMETRIC_CENTER,34.8230924,-84.763627,"US-411, Chatsworth, GA 30705, USA"
14390,Euharlee Police Department,Street Address,"30 Burge'S Mill Road  Euharlee, GA 30145","30 Burge'S Mill Road Euharlee, GA 30145",30 Burge'S Mill Road,,Euharlee,GA,30145,ROOFTOP,34.14723490000001,-84.9368356,"30 Burge's Mill Rd, Euharlee, GA 30145, USA"
14391,Evans County Sheriff's Office,PO Box,"P.O. Box 425  Claxton, GA 30417","P.O. Box 425 Claxton, GA 30417",,P.O. Box 425,Claxton,GA,30417,APPROXIMATE,32.1615814,-81.9040047,"Claxton, GA 30417, USA"
14392,Fairburn Police Department,Street Address,"191 West Broad Street  Fairburn, GA 30213","191 West Broad Street Fairburn, GA 30213",191 West Broad Street,,Fairburn,GA,30213,ROOFTOP,33.5631315,-84.5849468,"191 SW Broad St, Fairburn, GA 30213, USA"
14393,Fairmount Police Department,PO Box,"P O Box 705  Fairmount, GA 30139","P O Box 705 Fairmount, GA 30139",,P O Box 705,Fairmount,GA,30139,APPROXIMATE,34.4362013,-84.69993459999999,"Fairmount, GA 30139, USA"
14394,Fannin County Sheriff's Office,Street Address,"645 West First St  Blue Ridge, GA 30513","645 West First St Blue Ridge, GA 30513",645 West First St,,Blue Ridge,GA,30513,RANGE_INTERPOLATED,34.8664937,-84.32571659999999,"645 W 1st St, Blue Ridge, GA 30513, USA"
14396,Fayette County Sheriff's Office,Street Address,"155 Johnson Ave  Fayetteville, GA 30214","155 Johnson Ave Fayetteville, GA 30214",155 Johnson Ave,,Fayetteville,GA,30214,RANGE_INTERPOLATED,33.4464772,-84.4522452,"155 Johnson Ave, Fayetteville, GA 30214, USA"
14397,Fayetteville Police Department,Street Address,"760 Jimmy Mayfield Blvd.  Fayetteville, GA 30215","760 Jimmy Mayfield Blvd. Fayetteville, GA 30215",760 Jimmy Mayfield Blvd.,,Fayetteville,GA,30215,ROOFTOP,33.4329745,-84.4461147,"760 Jimmie Mayfield Blvd, Fayetteville, GA 30215, USA"
14398,Fitzgerald Police Department,PO Box,"Post Office Drawer 478  Fitzgerald, GA 31750","Post Office Drawer 478 Fitzgerald, GA 31750",,Post Office Drawer 478,Fitzgerald,GA,31750,ZIP CODE,31.736465,-83.215037,
14401,Floyd County Sheriff's Office,Street Address,"2526 New Calhoun Hwy  Rome, GA 30161","2526 New Calhoun Hwy Rome, GA 30161",2526 New Calhoun Hwy,,Rome,GA,30161,ROOFTOP,34.2802065,-85.1414492,"2526 New Calhoun Hwy NE, Rome, GA 30161, USA"
14402,Folkston Police Department,Street Address,"103 N 1St Street  Folkston, GA 31537","103 N 1St Street Folkston, GA 31537",103 N 1St Street,,Folkston,GA,31537,RANGE_INTERPOLATED,30.83117519999999,-82.0069108,"103 1st St, Folkston, GA 31537, USA"
14405,Forsyth County Sheriff's Office,Street Address,"202 Veterans Memorial Blvd  Cumming, GA 30040","202 Veterans Memorial Blvd Cumming, GA 30040",202 Veterans Memorial Blvd,,Cumming,GA,30040,ROOFTOP,34.20552929999999,-84.1386984,"202 Veterans Memorial Blvd, Cumming, GA 30040, USA"
14406,Forsyth Police Department,PO Box,"P.O. Box 1447  Forsyth, GA 31029","P.O. Box 1447 Forsyth, GA 31029",,P.O. Box 1447,Forsyth,GA,31029,APPROXIMATE,33.0342974,-83.938242,"Forsyth, GA 31029, USA"
14407,Fort Gaines Police Department,PO Box,"P.O. Box 251  Fort Gaines, GA 31751","P.O. Box 251 Fort Gaines, GA 31751",,P.O. Box 251,Fort Gaines,GA,31751,RANGE_INTERPOLATED,31.4027827,-84.9601757,"31751 Ft Gaines Hwy, Blakely, GA 39823, USA"
14409,Fort Valley Police Department,PO Box,"P.O. Box 956  Fort Valley, GA 31030","P.O. Box 956 Fort Valley, GA 31030",,P.O. Box 956,Fort Valley,GA,31030,APPROXIMATE,32.5537585,-83.8874084,"Fort Valley, GA, USA"
14411,Franklin County Sheriff's Office,PO Box,"P.O. Box 3101 James Little St Carnesville, GA 30521","P.O. Box 3101 James Little St Carnesville, GA 30521",,P.O. Box 3101,James Little St Carnesville,GA,30521,GEOMETRIC_CENTER,34.3679474,-83.2411635,"James Little St, Carnesville, GA 30521, USA"
14412,Franklin Police Department,Street Address,"118 Davis Street  Franklin, GA 30217","118 Davis Street Franklin, GA 30217",118 Davis Street,,Franklin,GA,30217,RANGE_INTERPOLATED,33.2799125,-85.0990157,"118 Davis St, Franklin, GA 30217, USA"
14413,Franklin Springs Police Department,PO Box,"P.O. Box 207  Franklin Spring, GA 30639","P.O. Box 207 Franklin Spring, GA 30639",,P.O. Box 207,Franklin Spring,GA,30639,APPROXIMATE,34.28602,-83.15939999999999,"Franklin Springs, GA 30639, USA"
14417,Fulton County Sheriff's Office,Street Address,"185 Central Ave 9Th Floor  Atlanta, GA 30303","185 Central Ave 9Th Floor Atlanta, GA 30303",185 Central Ave Floor 9Th,,Atlanta,GA,30303,ROOFTOP,33.750364,-84.3905553,"185 Central Ave SW, Atlanta, GA 30303, USA"
14419,Gainesville Police Department,Street Address,"118 Jesse Jewell Parkway Se  Gainesville, GA 30501","118 Jesse Jewell Parkway Se Gainesville, GA 30501",118 Jesse Jewell Parkway Se,,Gainesville,GA,30501,ROOFTOP,34.297413,-83.82443599999999,"118 Jesse Jewell Pkwy SE, Gainesville, GA 30501, USA"
14421,Garden City Police Department,PO Box,"P.O. Box 7548  Garden City, GA 31408","P.O. Box 7548 Garden City, GA 31408",,P.O. Box 7548,Garden City,GA,31408,APPROXIMATE,32.1143715,-81.15400129999999,"Garden City, GA, USA"
14422,Garfield Police Department,PO Box,"Post Office Box 124  Garfield, GA 30425","Post Office Box 124 Garfield, GA 30425",,Post Office Box 124,Garfield,GA,30425,ZIP CODE,32.682022,-82.094572,
14429,Georgia Department Of Public Safety,PO Box,"P.O. Box 1456  Atlanta, GA 30371","P.O. Box 1456 Atlanta, GA 30371",,P.O. Box 1456,Atlanta,GA,30371,APPROXIMATE,33.75,-84.39,"Atlanta, GA 30371, USA"
14445,Gilmer County Sheriff's Office,Street Address,"1 W Side Sq  Ellijay, GA 30540","1 W Side Sq Ellijay, GA 30540",1 W Side Sq,,Ellijay,GA,30540,RANGE_INTERPOLATED,34.6454526,-84.5198142,"1 Creekside Trail, Ellijay, GA 30540, USA"
14446,Glascock County Sheriff's Office,Review Parsed Data,"P.O. Box 774 E Main St Gibson, GA 30810","P.O. Box 774 E Main St Gibson, GA 30810",E Main St,P.O. Box 774,Gibson,GA,30810,GEOMETRIC_CENTER,33.2334607,-82.5993122,"E Main St, Gibson, GA 30810, USA"
14447,Glennville Police Department,Street Address,"201 South Church Street  Glennville, GA 30427","201 South Church Street Glennville, GA 30427",201 South Church Street,,Glennville,GA,30427,RANGE_INTERPOLATED,31.9328571,-81.9316484,"201 S Church St, Glennville, GA 30427, USA"
14448,Glenwood Police Department,PO Box,"Post Office Box 616  Glenwood, GA 30428","Post Office Box 616 Glenwood, GA 30428",,Post Office Box 616,Glenwood,GA,30428,ZIP CODE,32.224545,-82.71513,
14451,Glynn County Sheriff's Office,Street Address,"1812 Newcastle StPO Box 793 Brunswick, GA 31520","1812 Newcastle St PO Box 793 Brunswick, GA 31520",1812 Newcastle St,PO Box 793,Brunswick,GA,31520,RANGE_INTERPOLATED,31.1537627,-81.4970403,"1812 Newcastle St, Brunswick, GA 31520, USA"
14453,Gordon County Sheriff's Office,Street Address,"101 S Piedmont St  Calhoun, GA 30701","101 S Piedmont St Calhoun, GA 30701",101 S Piedmont St,,Calhoun,GA,30701,ROOFTOP,34.50235869999999,-84.95020389999999,"101 S Piedmont St, Calhoun, GA 30701, USA"
14454,Gordon Police Department,PO Box,"Post Office Box 387  Gordon, GA 31031","Post Office Box 387 Gordon, GA 31031",,Post Office Box 387,Gordon,GA,31031,ZIP CODE,32.866286,-83.32834,
14455,Grady County Sheriff's Office,Review Parsed Data,"P.O. Box 690115 - 16th Ave NE Cairo, GA 39828","P.O. Box 690115 - 16th Ave NE Cairo, GA 39828",16th Ave NE,P.O. Box 690115,Cairo,GA,39828,GEOMETRIC_CENTER,30.8956932,-84.2043142,"16th Ave NE, Cairo, GA 39828, USA"
14456,Graham Police Department,Street Address,"9659 Golden Isles Hwy., West  Graham, GA 31513","9659 Golden Isles Hwy., West Graham, GA 31513",9659 Golden Isles Hwy.,,West Graham,GA,31513,APPROXIMATE,31.83659999999999,-82.5146,"9659 Golden Isles W, Baxley, GA 31513, USA"
14457,Grantville Police Department,PO Box,"Post Office Box 519  Grantville, GA 30220","Post Office Box 519 Grantville, GA 30220",,Post Office Box 519,Grantville,GA,30220,ZIP CODE,33.225499,-84.823547,
14458,Gray Police Department,PO Box,"Post Office Box 443  Gray, GA 31032","Post Office Box 443 Gray, GA 31032",,Post Office Box 443,Gray,GA,31032,ZIP CODE,33.011683,-83.569169,
14459,Greene County Sheriff's Office,Street Address,"1201 S Industrial Blvd  Greensboro, GA 30642","1201 S Industrial Blvd Greensboro, GA 30642",1201 S Industrial Blvd,,Greensboro,GA,30642,ROOFTOP,33.5671852,-83.19136979999999,"1201 Kevin Roberts Way, Greensboro, GA 30642, USA"
14460,Greensboro Police Department,Street Address,"1141 Siloam Road  Greensboro, GA 30642","1141 Siloam Road Greensboro, GA 30642",1141 Siloam Road,,Greensboro,GA,30642,ROOFTOP,33.57256,-83.17541,"1141 Siloam Rd, Greensboro, GA 30642, USA"
14461,Greenville Police Department,PO Box,"P.O. Box 548  Greenville, GA 30222","P.O. Box 548 Greenville, GA 30222",,P.O. Box 548,Greenville,GA,30222,APPROXIMATE,33.0287373,-84.7129848,"Greenville, GA 30222, USA"
14462,Griffin Police Department,Street Address,"868 West Poplar Street  Griffin, GA 30224","868 West Poplar Street Griffin, GA 30224",868 West Poplar Street,,Griffin,GA,30224,ROOFTOP,33.2451171,-84.27661119999999,"868 W Poplar St, Griffin, GA 30224, USA"
14463,Grovetown Police Department,PO Box,"P.O. Box 120  Grovetown, GA 30813","P.O. Box 120 Grovetown, GA 30813",,P.O. Box 120,Grovetown,GA,30813,APPROXIMATE,33.4504157,-82.1981764,"Grovetown, GA 30813, USA"
14467,Gwinnett County Sheriff's Office,Street Address,"2900 University Pkwy  Lawrenceville, GA 30043","2900 University Pkwy Lawrenceville, GA 30043",2900 University Pkwy,,Lawrenceville,GA,30043,ROOFTOP,33.982939,-83.9779224,"2900 University Pkwy, Lawrenceville, GA 30043, USA"
14470,Habersham County Sheriff's Office,Street Address,"1000 Detention Dr  Clarkesville, GA 30523","1000 Detention Dr Clarkesville, GA 30523",1000 Detention Dr,,Clarkesville,GA,30523,ROOFTOP,34.61199,-83.533914,"1000 Detention Dr, Clarkesville, GA 30523, USA"
14472,Hahira Police Department,Street Address,"102 South Church Street  Hahira, GA 31632","102 South Church Street Hahira, GA 31632",102 South Church Street,,Hahira,GA,31632,ROOFTOP,30.991041,-83.3727771,"102 S Church St, Hahira, GA 31632, USA"
14474,Hall County Sheriff's Office,Street Address,"610 Main St Sw  Gainesville, GA 30501","610 Main St Sw Gainesville, GA 30501",610 Main St Sw,,Gainesville,GA,30501,ROOFTOP,34.2948668,-83.8248947,"610 Main St SW, Gainesville, GA 30501, USA"
14475,Hamilton Police Department,PO Box,"Post Office Box 112  Hamilton, GA 31811","Post Office Box 112 Hamilton, GA 31811",,Post Office Box 112,Hamilton,GA,31811,ZIP CODE,32.740952,-84.928172,
14476,Hampton Police Department,PO Box,"Post Office Box 400  Hampton, GA 30228","Post Office Box 400 Hampton, GA 30228",,Post Office Box 400,Hampton,GA,30228,ZIP CODE,33.404147,-84.30735,
14478,Hancock County Sheriff's Office,Street Address,"67 Spring St  Sparta, GA 31087","67 Spring St Sparta, GA 31087",67 Spring St,,Sparta,GA,31087,RANGE_INTERPOLATED,33.3550895,-82.8134025,"67 Spring Ct, Sparta, GA 31087, USA"
14479,Hapeville Police Department,Street Address,"700 Doug Davis Dr  Hapeville, GA 30354","700 Doug Davis Dr Hapeville, GA 30354",700 Doug Davis Dr,,Hapeville,GA,30354,ROOFTOP,33.6560113,-84.4126368,"700 Doug Davis Dr, Hapeville, GA 30354, USA"
14481,Haralson County Sheriff's Office,Street Address,"224 Holly StPO Box 309 Buchanan, GA 30113","224 Holly St PO Box 309 Buchanan, GA 30113",224 Holly St,PO Box 309,Buchanan,GA,30113,RANGE_INTERPOLATED,33.8002014,-85.18017309999999,"224 Holly St, Buchanan, GA 30113, USA"
14482,Harlem Police Department,PO Box,"P.O. Box 99  Harlem, GA 30814","P.O. Box 99 Harlem, GA 30814",,P.O. Box 99,Harlem,GA,30814,APPROXIMATE,33.4145834,-82.3126237,"Harlem, GA 30814, USA"
14483,Harris County Sheriff's Office,Parsing Error,"P.O. Box 2869825 GA Hwy 116 Hamilton, GA 31811","P.O. Box 2869825 GA Hwy 116 Hamilton, GA 31811",,,,,31811,GEOMETRIC_CENTER,32.7579113,-84.8750177,"GA-116, Hamilton, GA 31811, USA"
14484,Hart County Sheriff's Office,Street Address,"155 N Carolina StPO Box 886 Hartwell, GA 30643","155 N Carolina St PO Box 886 Hartwell, GA 30643",155 N Carolina St,PO Box 886,Hartwell,GA,30643,RANGE_INTERPOLATED,34.3552947,-82.9323227,"155 Carolina St, Hartwell, GA 30643, USA"
14485,Hartwell Police Department,Street Address,"500 E. Howell Street  Hartwell, GA 30643","500 E. Howell Street Hartwell, GA 30643",500 E. Howell Street,,Hartwell,GA,30643,RANGE_INTERPOLATED,34.3521103,-82.9301964,"500 E Howell St, Hartwell, GA 30643, USA"
14486,Hawkinsville Police Department,PO Box,"P.O. Box 120  Hawkinsville, GA 31036","P.O. Box 120 Hawkinsville, GA 31036",,P.O. Box 120,Hawkinsville,GA,31036,APPROXIMATE,32.2837731,-83.4721177,"Hawkinsville, GA 31036, USA"
14487,Hazlehurst Police Department,Street Address,"#6 South Williams  Hazlehurst, GA 31539","#6 South Williams Hazlehurst, GA 31539",# 6 South Williams,,Hazlehurst,GA,31539,RANGE_INTERPOLATED,31.8671619,-82.59921229999999,"6 S Williams St, Hazlehurst, GA 31539, USA"
14488,Heard County Sheriff's Office,Review Parsed Data,"P.O. Box 33911820 Hwy 100 N Franklin, GA 30217","P.O. Box 33911820 Hwy 100 N Franklin, GA 30217",Hwy 100 N,P.O. Box 33911820,Franklin,GA,30217,GEOMETRIC_CENTER,33.2776481,-85.0979899,"GA-100, Franklin, GA 30217, USA"
14489,Helen Police Department,PO Box,"P.O. Box 280  Helen, GA 30545","P.O. Box 280 Helen, GA 30545",,P.O. Box 280,Helen,GA,30545,APPROXIMATE,34.7014839,-83.7315675,"Helen, GA 30545, USA"
14490,Helena Police Department,Street Address,"718 Forsyth Ave  Helena, GA 31037","718 Forsyth Ave Helena, GA 31037",718 Forsyth Ave,,Helena,GA,31037,RANGE_INTERPOLATED,32.0730839,-82.9152706,"718 Forsyth Ave, Helena, GA 31037, USA"
14492,Henry County Sheriff's Office,Street Address,"120 Henry Pkwy  Mcdonough, GA 30253","120 Henry Pkwy Mcdonough, GA 30253",120 Henry Pkwy,,Mcdonough,GA,30253,ROOFTOP,33.4228659,-84.1693638,"120 Henry Pkwy, McDonough, GA 30253, USA"
14493,Hephzibah Police Department,PO Box,"P.O. Box 250  Hephzibah, GA 30815","P.O. Box 250 Hephzibah, GA 30815",,P.O. Box 250,Hephzibah,GA,30815,APPROXIMATE,33.3140311,-82.0967857,"Hephzibah, GA 30815, USA"
14495,Hiltonia Police Department,Street Address,"City Hall140 2ND AVENUE Hiltonia, GA 30467","City Hall140 2ND AVENUE Hiltonia, GA 30467",Hall140 2ND AVENUE,,Hiltonia,GA,30467,APPROXIMATE,32.8836821,-81.6612715,"140 2nd Ave, Sylvania, GA 30467, USA"
14496,Hinesville Police Department,Street Address,"123 E. Martin Luther King Dr  Hinesville, GA 31313","123 E. Martin Luther King Dr Hinesville, GA 31313",123 E. Martin Luther King Dr,,Hinesville,GA,31313,ROOFTOP,31.8461152,-81.59457429999999,"123 E M L King Jr Dr, Hinesville, GA 31313, USA"
14497,Hiram Police Department,Street Address,"217 Main Street  Hiram, GA 30141","217 Main Street Hiram, GA 30141",217 Main Street,,Hiram,GA,30141,ROOFTOP,33.8757647,-84.7609532,"217 Main St, Hiram, GA 30141, USA"
14499,Hogansville Police Department,Street Address,"117 Lincoln Street  Hogansville, GA 30230","117 Lincoln Street Hogansville, GA 30230",117 Lincoln Street,,Hogansville,GA,30230,RANGE_INTERPOLATED,33.1696915,-84.9008456,"117 Lincoln St, Hogansville, GA 30230, USA"
14500,Holly Springs Police Department,PO Box,"Post Office Box 990  Holly Springs, GA 30142","Post Office Box 990 Holly Springs, GA 30142",,Post Office Box 990,Holly Springs,GA,30142,,,,
14501,Homerville Police Department,Street Address,"20 south  College suit B  Homerville, GA 31634","20 south College suit B Homerville, GA 31634",20 south College suit B,,Homerville,GA,31634,ROOFTOP,31.0343642,-82.75028499999999,"20 S College St b, Homerville, GA 31634, USA"
14502,Hoschton Police Department,Street Address,"101 Pearl Industrial Ave  Hoschton, GA 30548","101 Pearl Industrial Ave Hoschton, GA 30548",101 Pearl Industrial Ave,,Hoschton,GA,30548,RANGE_INTERPOLATED,34.0842221,-83.74182189999999,"101 Pearl Industrial Ave, Hoschton, GA 30548, USA"
14503,Houston County Sheriff's Office,Street Address,"202 Carl Vinson Pkwy  Warner Robins, GA 31088","202 Carl Vinson Pkwy Warner Robins, GA 31088",202 Carl Vinson Pkwy,,Warner Robins,GA,31088,ROOFTOP,32.5968482,-83.6632727,"202 Carl Vinson Pkwy, Warner Robins, GA 31088, USA"
14504,Ideal Police Department,PO Box,"P.O. Box 9  Ideal, GA 31041","P.O. Box 9 Ideal, GA 31041",,P.O. Box 9,Ideal,GA,31041,APPROXIMATE,32.3695983,-84.1879675,"Ideal, GA, USA"
14505,Irwin County Sheriff's Office,Street Address,"400 S Irwin Ave  Ocilla, GA 31774","400 S Irwin Ave Ocilla, GA 31774",400 S Irwin Ave,,Ocilla,GA,31774,ROOFTOP,31.5909757,-83.2501484,"400 S Irwin Ave, Ocilla, GA 31774, USA"
14506,Irwinton Police Department,PO Box,"Post Office Box 359  Irwinton, GA 31042","Post Office Box 359 Irwinton, GA 31042",,Post Office Box 359,Irwinton,GA,31042,ZIP CODE,32.761346,-83.176859,
14507,Ivey Police Department,Street Address,"148 Highway 243  Ivey, GA 31031","148 Highway 243 Ivey, GA 31031",148 Highway 243,,Ivey,GA,31031,RANGE_INTERPOLATED,32.8884543,-83.3172575,"148 GA-243, Gordon, GA 31031, USA"
14509,Jackson County Sheriff's Office,PO Box,"P.O. Box 98  Jefferson, GA 30549","P.O. Box 98 Jefferson, GA 30549",,P.O. Box 98,Jefferson,GA,30549,APPROXIMATE,34.1170537,-83.5723876,"Jefferson, GA, USA"
14510,Jackson Police Department,Street Address,"116 Byars Street  Jackson, GA 30233","116 Byars Street Jackson, GA 30233",116 Byars Street,,Jackson,GA,30233,RANGE_INTERPOLATED,33.293671,-83.9662809,"116 Byars St, Jackson, GA 30233, USA"
14511,Jasper County Sheriff's Office,Street Address,"1551 Ga Highway 212 WPO Box 311 Monticello, GA 31064","1551 Ga Highway 212 W PO Box 311 Monticello, GA 31064",1551 Ga Highway 212 W,PO Box 311,Monticello,GA,31064,RANGE_INTERPOLATED,33.3181741,-83.7160282,"1551 GA-212, Monticello, GA 31064, USA"
14512,Jasper Police Department,Street Address,"200 Burnt Mountain Road  Jasper, GA 30143","200 Burnt Mountain Road Jasper, GA 30143",200 Burnt Mountain Road,,Jasper,GA,30143,ROOFTOP,34.4701998,-84.42478799999999,"200 Burnt Mountain Rd, Jasper, GA 30143, USA"
14513,Jeff Davis County Sheriff's Office,Street Address,"15 Public Safety DrPO Box 237 Hazlehurst, GA 31539","15 Public Safety Dr PO Box 237 Hazlehurst, GA 31539",15 Public Safety Dr,PO Box 237,Hazlehurst,GA,31539,ZIP CODE,31.8317,-82.605344,
14514,Jefferson County Sheriff's Office,PO Box,"P.O. Box 72  Louisville, GA 30434","P.O. Box 72 Louisville, GA 30434",,P.O. Box 72,Louisville,GA,30434,APPROXIMATE,33.0015407,-82.4112377,"Louisville, GA 30434, USA"
14515,Jefferson Police Department,Street Address,"140 Mahaffey Street  Jefferson, GA 30549","140 Mahaffey Street Jefferson, GA 30549",140 Mahaffey Street,,Jefferson,GA,30549,ROOFTOP,34.1185878,-83.57739459999999,"140 Mahaffey St, Jefferson, GA 30549, USA"
14516,Jeffersonville Police Department,PO Box,"P.O. Box 223  Jeffersonville, GA 31044","P.O. Box 223 Jeffersonville, GA 31044",,P.O. Box 223,Jeffersonville,GA,31044,APPROXIMATE,32.687646,-83.3465561,"Jeffersonville, GA 31044, USA"
14517,Jenkins County Sheriff's Office,Review Parsed Data,"P.O. Box 857112 S Masonic St Millen, GA 30442","P.O. Box 857112 S Masonic St Millen, GA 30442",S Masonic St,P.O. Box 857112,Millen,GA,30442,GEOMETRIC_CENTER,32.7978543,-81.93692589999999,"S Masonic St, Millen, GA 30442, USA"
14520,Johnson County Sheriff's Office,Street Address,"230 DONOVAN-HARRISON RD  Wrightsville, GA 31096","230 DONOVAN-HARRISON RD Wrightsville, GA 31096",230 DONOVAN-HARRISON RD,,Wrightsville,GA,31096,ROOFTOP,32.7430917,-82.7061008,"230 Donovan Harrison Rd, Wrightsville, GA 31096, USA"
14521,Jones County Sheriff's Office,PO Box,"P.O. Box 874123 Holmes Hawkins Dr Gray, GA 31032","P.O. Box 874123 Holmes Hawkins Dr Gray, GA 31032",,P.O. Box 874123,Holmes Hawkins Dr Gray,GA,31032,GEOMETRIC_CENTER,33.0042009,-83.5314252,"Holmes Hawkins Dr, Gray, GA 31032, USA"
14522,Jonesboro Police Department,Street Address,"170 S. Main Street  Jonesboro, GA 30236","170 S. Main Street Jonesboro, GA 30236",170 S. Main Street,,Jonesboro,GA,30236,ROOFTOP,33.517136,-84.35443839999999,"170 S Main St, Jonesboro, GA 30236, USA"
14523,Kennesaw Police Department,Street Address,"2539 J.O. Stephenson Ave.  Kennesaw, GA 30144","2539 J.O. Stephenson Ave. Kennesaw, GA 30144",2539 J.O. Stephenson Ave.,,Kennesaw,GA,30144,ROOFTOP,34.0230963,-84.6166038,"2539 J O Stephenson Ave, Kennesaw, GA 30144, USA"
