Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Crime in 2012

Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Addison Police Dept,IL,12,      37215,          74,           0,          14,          18,          42,         722,         117,         574,          31,         198.8,            .0,          37.6,          48.4,         112.9,       1940.1,         314.4,       1542.4,          83.3
Algonquin Police Dept,IL,12,      30159,          29,           0,           4,           7,          18,         502,          56,         435,          11,          96.2,            .0,          13.3,          23.2,          59.7,       1664.5,         185.7,       1442.4,          36.5
Alsip Police Dept,IL,12,      19371,          36,           0,           6,          15,          15,         712,         158,         502,          52,         185.8,            .0,          31.0,          77.4,          77.4,       3675.6,         815.7,       2591.5,         268.4
Alton Police Dept,IL,12,      27794,         125,           3,          14,          40,          68,       1230,         326,         861,          43,         449.7,          10.8,          50.4,         143.9,         244.7,       4425.4,       1172.9,       3097.8,         154.7
Antioch Police Dept,IL,12,      14495,          15,           0,           0,           4,          11,         212,          22,         189,           1,         103.5,            .0,            .0,          27.6,          75.9,       1462.6,         151.8,       1303.9,           6.9
Arlington Heights Police Dept,IL,12,      75463,          41,           1,           7,           8,          25,         978,         140,         821,          17,          54.3,           1.3,           9.3,          10.6,          33.1,       1296.0,         185.5,       1088.0,          22.5
Aurora Police Dept,IL,12,     199765,         563,           0,          65,         125,         373,       3565,         944,       2495,         126,         281.8,            .0,          32.5,          62.6,         186.7,       1784.6,         472.6,       1249.0,          63.1
Barrington Police Dept,IL,12,      10376,           1,           0,           1,           0,           0,         147,          18,         125,           4,           9.6,            .0,           9.6,            .0,            .0,       1416.7,         173.5,       1204.7,          38.6
Bartlett Police Dept,IL,12,      41477,          31,           0,           4,           9,          18,         317,          29,         278,          10,          74.7,            .0,           9.6,          21.7,          43.4,         764.3,          69.9,         670.3,          24.1
Batavia Police Dept,IL,12,      26310,          33,           1,           6,           6,          20,         479,          61,         410,           8,         125.4,           3.8,          22.8,          22.8,          76.0,       1820.6,         231.9,       1558.3,          30.4
