Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Crime in 2012

Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Anderson County Sheriff Department,TN,12,,         107,           1,          17,          10,          79,         805,         333,         391,          81,,,,,,,,,
Athens Police Dept,TN,12,      13632,         170,           0,           9,          31,         130,       1178,         232,         895,          51,       1247.1,            .0,          66.0,         227.4,         953.6,       8641.4,       1701.9,       6565.4,         374.1
Bartlett Police Dept,TN,12,      55510,         132,           0,           7,          19,         106,         778,         125,         624,          29,         237.8,            .0,          12.6,          34.2,         191.0,       1401.5,         225.2,       1124.1,          52.2
Blount County Sheriff Department,TN,12,,         301,           3,          28,          16,         254,       1782,         704,         968,         110,,,,,,,,,
Bradley County Sheriff Department,TN,12,,         220,           1,           6,          14,         199,         965,         272,         612,          81,,,,,,,,,
Brentwood Police Dept,TN,12,      38459,          17,           0,           1,           3,          13,         309,          49,         257,           3,          44.2,            .0,           2.6,           7.8,          33.8,         803.5,         127.4,         668.2,           7.8
Bristol Police Dept,TN,12,      27024,         143,           0,          12,           9,         122,       1102,         184,         850,          68,         529.2,            .0,          44.4,          33.3,         451.5,       4077.9,         680.9,       3145.4,         251.6
Brownsville Police Dept,TN,12,      10201,         111,           0,           3,           7,         101,         423,         141,         269,          13,       1088.1,            .0,          29.4,          68.6,         990.1,       4146.7,       1382.2,       2637.0,         127.4
Campbell County Sheriff Department,TN,12,,          57,           0,          12,           8,          37,         669,         336,         301,          32,,,,,,,,,
Carter County Sheriff Office,TN,12,,          53,           4,           2,           1,          46,         666,         295,         315,          56,,,,,,,,,
Chattanooga Police Dept,TN,12,     171541,       1709,          22,          56,         490,       1141,      10441,       2291,       7215,         935,         996.3,          12.8,          32.6,         285.6,         665.1,       6086.6,       1335.5,       4206.0,         545.1
Cheatham County Sheriff Office,TN,12,,         102,           1,           6,           5,          90,         573,         148,         364,          61,,,,,,,,,
Claiborne County Sheriff Department,TN,12,,         139,           0,           3,          11,         125,         670,         339,         288,          43,,,,,,,,,
Clarksville Police Dept,TN,12,     137356,         875,          10,          46,          99,         720,       3741,         976,       2598,         167,         637.0,           7.3,          33.5,          72.1,         524.2,       2723.6,         710.6,       1891.4,         121.6
Cleveland Police Dept,TN,12,      42068,         371,           0,          29,          39,         303,       2225,         398,       1751,          76,         881.9,            .0,          68.9,          92.7,         720.3,       5289.1,         946.1,       4162.3,         180.7
Cocke County Sheriff Office,TN,12,,         160,           3,           2,          12,         143,         895,         397,         434,          64,,,,,,,,,
