Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Crime in 2012

Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Accomack County Sheriff Office,VA,12,,          43,           2,           5,          11,          25,         489,         159,         318,          12,,,,,,,,,
Albemarle County Police Department,VA,12,,          99,           4,          22,          17,          56,       1469,         232,       1187,          50,,,,,,,,,
Alexandria Police Dept,VA,12,     145892,         243,           0,           9,         138,          96,       2990,         281,       2383,         326,         166.6,            .0,           6.2,          94.6,          65.8,       2049.5,         192.6,       1633.4,         223.5
Amherst County Sheriff Office,VA,12,,          15,           0,           7,           1,           7,         504,         125,         365,          14,,,,,,,,,
Arlington County Police Department,VA,12,,         305,           5,          31,         117,         152,       3855,         286,       3383,         186,,,,,,,,,
Augusta County Sheriff Office,VA,12,,          86,           2,           7,           2,          75,         847,         131,         676,          40,,,,,,,,,
Bedford County Sheriff Office,VA,12,,          36,           1,           5,           2,          28,         754,         227,         491,          36,,,,,,,,,
Blacksburg Police Dept,VA,12,      43070,          39,           0,          12,          11,          16,         475,          80,         377,          18,          90.6,            .0,          27.9,          25.5,          37.1,       1102.9,         185.7,         875.3,          41.8
Botetourt County Sheriff Office,VA,12,,          25,           0,           3,           1,          21,         285,          74,         202,           9,,,,,,,,,
Bristol Police Dept,VA,12,      17946,          60,           2,           5,          17,          36,         653,         117,         505,          31,         334.3,          11.1,          27.9,          94.7,         200.6,       3638.7,         652.0,       2814.0,         172.7
Campbell County Sheriff Office,VA,12,,          60,           2,          13,           8,          37,         768,         163,         568,          37,,,,,,,,,
Caroline County Sheriff Office,VA,12,,          33,           1,           8,           7,          17,         382,          87,         284,          11,,,,,,,,,
Carroll County Sheriff Office,VA,12,,          19,           0,           4,           1,          14,         383,          82,         279,          22,,,,,,,,,
Charlottesville Police Dept,VA,12,      43991,         198,           2,          17,          50,         129,       1502,         162,       1246,          94,         450.1,           4.5,          38.6,         113.7,         293.2,       3414.3,         368.3,       2832.4,         213.7
Chesapeake Police Dept,VA,12,     227531,         839,          12,          36,         202,         589,       6292,       1034,       4979,         279,         368.7,           5.3,          15.8,          88.8,         258.9,       2765.3,         454.4,       2188.3,         122.6
Chesterfield County Police Department,VA,12,,         394,          10,          52,         149,         183,       6869,       1669,       4914,         286,,,,,,,,,
Christiansburg Police Dept,VA,12,      21262,          30,           0,           7,           4,          19,         675,          87,         576,          12,         141.1,            .0,          32.9,          18.8,          89.4,       3174.7,         409.2,       2709.1,          56.4
Colonial Heights Police Dept,VA,12,      17632,          40,           0,           2,           9,          29,         976,          57,         878,          41,         226.9,            .0,          11.3,          51.0,         164.5,       5535.4,         323.3,       4979.6,         232.5
Culpeper County Sheriff Office,VA,12,,          25,           0,           5,           1,          19,         308,          67,         216,          25,,,,,,,,,
Culpeper Town Police Dept,VA,12,      16846,          45,           0,           8,          13,          24,         573,          34,         516,          23,         267.1,            .0,          47.5,          77.2,         142.5,       3401.4,         201.8,       3063.0,         136.5
Danville Police Dept,VA,12,      43324,         135,           3,          15,          54,          63,       1944,         422,       1477,          45,         311.6,           6.9,          34.6,         124.6,         145.4,       4487.1,         974.1,       3409.2,         103.9
Dinwiddie County Sheriff Department,VA,12,,          49,           2,           7,           6,          34,         421,         111,         278,          32,,,,,,,,,
Fairfax (City) Police Dept,VA,12,      22798,          19,           0,           4,           6,           9,         440,          22,         396,          22,          83.3,            .0,          17.5,          26.3,          39.5,       1930.0,          96.5,       1737.0,          96.5
Fairfax County Police Department,VA,12,,         848,          15,         107,         343,         383,      14501,       1059,      12643,         799,,,,,,,,,
Falls Church Police Dept,VA,12,      12892,          11,           1,           1,           7,           2,         211,          14,         194,           3,          85.3,           7.8,           7.8,          54.3,          15.5,       1636.7,         108.6,       1504.8,          23.3
Fauquier County Sheriff Office,VA,12,,          30,           2,           8,           4,          16,         558,         100,         420,          38,,,,,,,,,
