Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Crime in 2012

Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Appleton Police Dept,WI,12,      73431,         213,           0,          28,          22,         163,       1392,         254,       1111,          27,         290.1,            .0,          38.1,          30.0,         222.0,       1895.7,         345.9,       1513.0,          36.8
Ashwaubenon Police Dept,WI,12,      17204,          41,           1,           6,           2,          32,         662,          55,         594,          13,         238.3,           5.8,          34.9,          11.6,         186.0,       3847.9,         319.7,       3452.7,          75.6
Baraboo Police Dept,WI,12,      12138,          25,           0,           4,           2,          19,         446,          52,         388,           6,         206.0,            .0,          33.0,          16.5,         156.5,       3674.4,         428.4,       3196.6,          49.4
Barron County Sheriff Department,WI,12,,           2,           0,           0,           1,           1,         213,         100,         101,          12,,,,,,,,,
Beaver Dam Police Dept,WI,12,      16235,           8,           0,           0,           3,           5,         490,          83,         402,           5,          49.3,            .0,            .0,          18.5,          30.8,       3018.2,         511.2,       2476.1,          30.8
Beloit City Police Dept,WI,12,      37008,         119,           1,           8,          38,          72,       1294,         299,         946,          49,         321.6,           2.7,          21.6,         102.7,         194.6,       3496.5,         807.9,       2556.2,         132.4
Brookfield City Police Dept,WI,12,      38098,          19,           3,           1,           4,          11,       1108,          85,       1012,          11,          49.9,           7.9,           2.6,          10.5,          28.9,       2908.3,         223.1,       2656.3,          28.9
Brown County Sheriff Department,WI,12,,         115,           1,          11,           7,          96,         765,         202,         539,          24,,,,,,,,,
Brown Deer Police Dept,WI,12,      12092,          14,           0,           0,           2,          12,         331,          55,         265,          11,         115.8,            .0,            .0,          16.5,          99.2,       2737.3,         454.8,       2191.5,          91.0
Burlington City Police Dept,WI,12,      10490,          16,           0,           2,           2,          12,         292,          24,         266,           2,         152.5,            .0,          19.1,          19.1,         114.4,       2783.6,         228.8,       2535.7,          19.1
