Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Crime in 2012

Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Alachua County Sheriff Department,FL,12,,         583,           4,          56,          69,         454,       2403,         740,       1576,          87,,,,,,,,,
Altamonte Springs Police Dept,FL,12,      42296,         142,           1,           9,          35,          97,       1293,         181,       1042,          70,         335.7,           2.4,          21.3,          82.8,         229.3,       3057.0,         427.9,       2463.6,         165.5
Apopka Police Dept,FL,12,      43046,         146,           1,          13,          59,          73,       1316,         279,         977,          60,         339.2,           2.3,          30.2,         137.1,         169.6,       3057.2,         648.1,       2269.7,         139.4
Atlantic Beach Police Dept,FL,12,      12925,          55,           0,           2,          12,          41,         312,          62,         245,           5,         425.5,            .0,          15.5,          92.8,         317.2,       2413.9,         479.7,       1895.6,          38.7
Auburndale Police Dept,FL,12,      13862,          46,           0,           5,          17,          24,         865,         171,         671,          23,         331.8,            .0,          36.1,         122.6,         173.1,       6240.1,       1233.6,       4840.6,         165.9
Aventura,FL,12,      37110,          51,           0,           0,          21,          30,       2082,          82,       1965,          35,         137.4,            .0,            .0,          56.6,          80.8,       5610.3,         221.0,       5295.1,          94.3
Baker County Sheriff Department,FL,12,,          63,           0,           4,           9,          50,         293,          51,         228,          14,,,,,,,,,
Bartow Police Dept,FL,12,      17740,         116,           1,           6,          21,          88,         994,         228,         740,          26,         653.9,           5.6,          33.8,         118.4,         496.1,       5603.2,       1285.2,       4171.4,         146.6
Bay County Sheriff Department,FL,12,,         336,           3,          41,          52,         240,       2694,         702,       1871,         121,,,,,,,,,
Belle Glade Police Dept,FL,12,      17908,         366,           4,          11,          35,         316,         696,         272,         387,          37,       2043.8,          22.3,          61.4,         195.4,       1764.6,       3886.5,       1518.9,       2161.0,         206.6
Boca Raton Police Dept,FL,12,      86493,         164,           0,          12,          62,          90,       2557,         491,       1965,         101,         189.6,            .0,          13.9,          71.7,         104.1,       2956.3,         567.7,       2271.9,         116.8
Boynton Beach Police Dept,FL,12,      69937,         399,           5,           8,         127,         259,       2988,         627,       2210,         151,         570.5,           7.1,          11.4,         181.6,         370.3,       4272.4,         896.5,       3160.0,         215.9
Bradenton Police Dept,FL,12,      50878,         341,           4,          23,          94,         220,       2026,         511,       1440,          75,         670.2,           7.9,          45.2,         184.8,         432.4,       3982.1,       1004.4,       2830.3,         147.4
Brevard County Sheriff Department,FL,12,,         876,          13,          67,         101,         695,       5233,       1254,       3788,         191,,,,,,,,,
Cape Coral Police Dept,FL,12,     159625,         229,           4,          16,          41,         168,       3521,         860,       2547,         114,         143.5,           2.5,          10.0,          25.7,         105.2,       2205.8,         538.8,       1595.6,          71.4
Casselberry Police Dept,FL,12,      26747,         161,           4,           9,          42,         106,       1070,         205,         822,          43,         601.9,          15.0,          33.6,         157.0,         396.3,       4000.4,         766.4,       3073.2,         160.8
Charlotte County Sheriff Department,FL,12,,         387,           1,          24,          33,         329,       3229,         861,       2252,         116,,,,,,,,,
Citrus County Sheriff Department,FL,12,,         451,           5,          26,          57,         363,       2837,         737,       1971,         129,,,,,,,,,
Clay County Sheriff Department,FL,12,,         684,           5,          33,          71,         575,       3806,         732,       2959,         115,,,,,,,,,
Clearwater Police Dept,FL,12,     109255,         727,           3,          59,         206,         459,       4264,         919,       3169,         176,         665.4,           2.7,          54.0,         188.5,         420.1,       3902.8,         841.2,       2900.6,         161.1
Clermont Police Dept,FL,12,      29523,          88,           0,           9,          15,          64,         728,         164,         533,          31,         298.1,            .0,          30.5,          50.8,         216.8,       2465.9,         555.5,       1805.4,         105.0
